gsis_id,sleeper_id,full_name,position,team,age,status,report_status,games,raw_ppg,proj_ppg,adj_ppg,adj_note,replacement_ppg,remaining,absence_now,base_miss_rate,most_common_injury,exp_games,availability,exp_ppg,vorp,value,overall_rank,pos_rank
00-0038824,11421,Ryan Miller,WR,MIA,26.5,ACT,,11,3.97,7.08,0.0,,10.43,16,0.0,0.058,,15.1,0.94,6.67,-50.5,0.0,521,196
00-0039344,11583,Jonathon Brooks,RB,CAR,23.1,ACT,,1,7.1,9.04,0.0,,9.22,16,0.0,0.624,Knee,6.0,0.38,3.4,-1.1,0.0,522,129
00-0032392,3202,Austin Hooper,TE,ATL,31.8,ACT,,30,5.47,6.27,0.0,,9.01,16,0.0,0.059,Concussion,15.1,0.94,5.9,-41.3,0.0,523,122
00-0035359,6154,David Sills,WR,TB,31.3,RES,,11,3.99,6.15,0.0,,10.43,16,8.8,0.126,,6.3,0.39,2.42,-27.0,0.0,524,197
00-0033881,4066,Evan Engram,TE,DEN,32.0,ACT,,26,7.59,7.9,0.0,,9.01,16,0.0,0.172,Hamstring,13.2,0.83,6.54,-14.8,0.0,525,123
00-0037557,8195,Ronnie Rivers,RB,LA,27.6,ACT,,2,8.73,9.15,0.0,,9.22,16,0.0,0.057,,15.1,0.94,8.63,-1.1,0.0,526,130
00-0041510,13278,Max Klare,TE,LA,23.2,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,527,124
00-0039912,11596,Ben Sinnott,TE,WAS,24.2,ACT,,14,3.12,5.08,0.0,,9.01,16,0.0,0.079,Ankle,14.7,0.92,4.68,-57.9,0.0,528,125
00-0040234,12500,Quinn Ewers,QB,JAX,23.5,ACT,,4,8.88,13.56,0.0,,17.36,16,0.0,0.047,,15.2,0.95,12.92,-58.0,0.0,529,77
00-0041077,13400,Justin Joly,TE,MIA,22.1,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,530,126
00-0041374,,Sincere Brown,WR,LAC,,RES,,0,,10.43,0.0,,10.43,16,4.0,0.218,,9.4,0.59,6.12,0.0,0.0,531,198
00-0041577,,Connor Hulstein,TE,NYJ,,RES,,0,,9.01,0.0,,9.01,16,4.0,0.221,,9.3,0.58,5.27,0.0,0.0,532,127
00-0038797,11435,Emanuel Wilson,RB,SEA,27.3,ACT,,23,7.72,8.1,0.0,,9.22,16,0.0,0.051,,15.2,0.95,7.69,-17.0,0.0,533,131
00-0031610,2505,Darren Waller,TE,CAR,34.0,ACT,,10,8.83,8.89,0.0,,9.01,16,0.0,0.281,Hip,11.5,0.72,6.39,-1.4,0.0,534,128
00-0041116,13282,Jack Endries,TE,CIN,22.4,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,535,129
00-0035500,5970,Greg Dortch,WR,BUF,28.3,ACT,,25,7.02,7.96,0.0,,10.43,16,0.0,0.149,Chest,13.6,0.85,6.77,-33.7,0.0,536,199
00-0041133,13577,Dallen Bentley,TE,DEN,25.7,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.168,,13.3,0.83,7.5,0.0,0.0,537,130
00-0039589,11994,Kameron Johnson,WR,TB,24.5,ACT,,3,6.6,9.44,0.0,,10.43,16,0.0,0.251,Ankle,12.0,0.75,7.07,-11.9,0.0,538,200
00-0035589,6045,Gary Jennings,WR,LAC,29.5,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.161,,13.4,0.84,8.75,0.0,0.0,539,201
00-0029604,1166,Kirk Cousins,QB,LV,38.0,ACT,,25,11.53,12.93,0.0,,17.36,16,0.0,0.028,,15.6,0.97,12.57,-68.9,0.0,540,78
00-0037755,8219,Jelani Woods,TE,NYJ,27.9,ACT,,2,0.71,6.5,0.0,,9.01,16,0.0,0.077,Hamstring,14.8,0.92,6.0,-37.1,0.0,541,131
00-0038728,11056,Jared Wayne,WR,HOU,25.9,ACT,,2,2.9,8.31,0.0,,10.43,16,0.0,0.143,,13.7,0.86,7.12,-29.2,0.0,542,202
00-0041092,13306,Taylen Green,QB,CLE,23.9,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,543,79
00-0036355,6797,Justin Herbert,QB,LAC,28.5,ACT,,34,17.36,17.36,0.0,,17.36,16,0.0,0.028,,15.6,0.97,16.88,0.0,0.0,544,80
00-0035228,5849,Kyler Murray,QB,MIN,29.1,ACT,Out,22,16.93,17.07,0.0,,17.36,16,2.6,0.217,Concussion,10.5,0.66,11.23,-3.1,0.0,545,81
00-0038558,9479,Darnell Washington,TE,PIT,25.0,ACT,,26,4.87,5.85,0.0,,9.01,16,0.0,0.079,,14.7,0.92,5.39,-46.7,0.0,546,132
00-0034854,5773,KhaDarel Hodge,WR,SF,32.7,ACT,,5,3.79,8.13,0.0,,10.43,16,0.0,0.126,Groin,14.0,0.87,7.11,-32.2,0.0,547,203
00-0041443,13402,Skyler Bell,WR,BUF,24.2,INA,,0,,10.43,0.0,,10.43,16,0.0,0.174,,13.2,0.83,8.62,0.0,0.0,548,204
00-0041529,13338,Kevin Coleman Jr.,WR,MIA,23.0,ACT,,1,0.0,8.41,0.0,,10.43,16,0.0,0.154,,13.5,0.85,7.12,-27.3,0.0,549,205
00-0041094,13308,Bauer Sharp,TE,TB,23.3,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,550,133
00-0041004,13410,Chase Roberts,WR,LV,,RES,,0,,10.43,0.0,,10.43,16,4.0,0.218,,9.4,0.59,6.12,0.0,0.0,551,206
00-0041395,13421,Eli Raridon,TE,NE,22.6,ACT,,1,7.2,8.66,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.03,-4.6,0.0,552,134
00-0039146,10222,Jayden Reed,WR,GB,26.3,ACT,,23,9.62,9.85,0.0,,10.43,16,0.0,0.24,Foot,12.2,0.76,7.49,-7.1,0.0,553,207
00-0036590,7536,Quintin Morris,TE,JAX,27.6,ACT,,11,2.19,4.6,0.0,,9.01,16,0.0,0.098,Groin,14.4,0.9,4.15,-63.7,0.0,554,135
00-0040211,12705,Graham Mertz,QB,HOU,25.7,RES,,0,,17.36,0.0,,17.36,16,8.8,0.097,,6.5,0.41,7.06,0.0,0.0,555,82
00-0037291,8180,Jalen Nailor,WR,LV,27.5,ACT,,33,6.12,6.93,0.0,,10.43,16,0.0,0.051,,15.2,0.95,6.58,-53.2,0.0,556,208
00-0040203,12511,Will Howard,QB,PIT,24.9,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.291,Hand,11.3,0.71,12.31,0.0,0.0,557,83
00-0041562,13269,Fernando Mendoza,QB,LV,22.9,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,558,84
00-0040598,,Mark Redman,TE,GB,24.6,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.168,,13.3,0.83,7.5,0.0,0.0,559,136
00-0040563,12542,Efton Chism III,WR,NE,24.8,ACT,,2,8.17,9.73,0.0,,10.43,16,0.0,0.092,,14.5,0.91,8.84,-10.2,0.0,560,209
00-0038394,10220,Will Mallory,TE,IND,27.2,RES,,2,0.68,7.85,0.0,,9.01,16,4.0,0.115,Lung,10.6,0.66,5.21,-12.4,0.0,561,137
00-0039798,11571,Isaiah Davis,RB,NYJ,24.5,ACT,,15,6.06,7.03,0.0,,9.22,16,0.0,0.071,Concussion,14.9,0.93,6.53,-32.5,0.0,562,132
00-0038735,11508,Princeton Fant,TE,DAL,27.5,RES,,0,,9.01,0.0,,9.01,16,8.8,0.176,,5.9,0.37,3.34,0.0,0.0,563,138
00-0037263,8132,Tyler Allgeier,RB,ARI,26.4,ACT,,29,7.55,7.9,0.0,,9.22,16,0.0,0.051,,15.2,0.95,7.49,-20.1,0.0,564,133
00-0041117,13557,Athan Kaliakmanis,QB,WAS,23.0,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,565,85
00-0039471,11573,Frank Gore Jr.,RB,BUF,24.5,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.139,,13.8,0.86,7.94,0.0,0.0,566,134
00-0033858,4144,Jonnu Smith,TE,GB,31.0,ACT,,35,7.69,7.93,0.0,,9.01,16,0.0,0.04,,15.4,0.96,7.61,-16.7,0.0,567,139
00-0039936,,Thomas Yassmin,TE,GB,26.9,RES,,0,,9.01,0.0,,9.01,16,8.8,0.268,,5.3,0.33,2.97,0.0,0.0,568,140
00-0032268,2307,Marcus Mariota,QB,WAS,32.8,ACT,,12,13.2,14.65,0.0,,17.36,16,0.0,0.141,Chest,13.7,0.86,12.58,-37.4,0.0,569,86
00-0039686,11942,Colson Yankoff,TE,WAS,26.5,ACT,,3,0.49,6.2,0.0,,9.01,16,0.0,0.266,Hamstring,11.7,0.73,4.55,-33.1,0.0,570,141
00-0035021,6427,Ashton Dulin,WR,IND,29.3,ACT,Out,10,2.28,6.27,0.0,,10.43,16,2.6,0.206,Ankle,10.7,0.67,4.19,-44.4,0.0,571,210
00-0040170,12499,Elic Ayomanor,WR,TEN,23.2,ACT,,17,7.32,8.12,0.0,,10.43,16,0.0,0.109,Hamstring,14.3,0.89,7.24,-33.0,0.0,572,211
00-0040667,12501,Matthew Golden,WR,GB,23.1,ACT,,14,6.04,7.34,0.0,,10.43,16,0.0,0.081,,14.7,0.92,6.75,-45.4,0.0,573,212
00-0041525,13311,Chris Bell,WR,MIA,22.2,ACT,,1,3.5,9.09,0.0,,10.43,16,0.0,0.154,,13.5,0.85,7.69,-18.2,0.0,574,213
00-0041565,13289,Drew Allar,QB,PIT,22.5,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,575,87
00-0038104,8188,Tyquan Thornton,WR,KC,26.1,ACT,,16,5.09,6.71,0.0,,10.43,16,0.0,0.124,Concussion,14.0,0.88,5.88,-52.2,0.0,576,214
00-0034981,5985,Foster Moreau,TE,HOU,29.3,ACT,,23,4.52,5.76,0.0,,9.01,16,0.0,0.158,Ankle,13.5,0.84,4.85,-43.8,0.0,577,142
00-0040948,13770,J. Michael Sturdivant,WR,GB,24.0,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,578,215
00-0037012,7610,Trey Lance,QB,LAC,26.3,ACT,,4,6.07,13.15,0.0,,17.36,16,0.0,0.031,,15.5,0.97,12.75,-65.3,0.0,579,88
00-0035289,6011,Gardner Minshew,QB,ARI,30.3,ACT,,12,6.63,11.86,0.0,,17.36,16,0.0,0.179,Collarbone,13.1,0.82,9.74,-72.2,0.0,580,89
00-0038102,8160,Kenny Pickett,QB,CAR,28.2,ACT,,5,6.63,12.99,0.0,,17.36,16,0.0,0.028,,15.6,0.97,12.63,-68.0,0.0,581,90
00-0040891,13335,Cole Payton,QB,PHI,23.8,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,582,91
00-0041436,,DJ Herman,RB,MIA,24.5,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.146,,13.7,0.85,7.87,0.0,0.0,583,135
00-0033537,4017,Deshaun Watson,QB,CLE,31.0,ACT,,8,11.89,15.15,0.0,,17.36,16,0.0,0.537,Achilles,7.4,0.46,7.01,-16.4,0.0,584,92
00-0038555,9225,Tank Bigsby,RB,PHI,24.0,ACT,,18,9.22,9.22,0.0,,9.22,16,0.0,0.071,Ankle,14.9,0.93,8.57,0.0,0.0,585,136
00-0041132,13333,Deion Burks,WR,IND,23.6,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,586,216
00-0033662,4574,Cooper Rush,QB,ATL,32.8,ACT,,14,7.63,11.47,0.0,,17.36,16,0.0,0.028,,15.6,0.97,11.15,-91.6,0.0,587,93
00-0039739,11630,Roman Wilson,WR,PIT,25.2,ACT,,10,4.41,6.66,0.0,,10.43,16,0.0,0.27,Ankle,11.7,0.73,4.87,-44.0,0.0,588,217
00-0036290,6826,Cole Kmet,TE,CHI,27.5,ACT,,33,5.89,6.49,0.0,,9.01,16,0.0,0.077,Back,14.8,0.92,5.99,-37.3,0.0,589,143
00-0040202,12476,Devin Neal,RB,NO,23.1,RES,,7,8.78,8.98,0.0,,9.22,16,4.0,0.202,Abdomen,9.6,0.6,5.37,-2.3,0.0,590,137
00-0037809,8210,Chig Okonkwo,TE,WAS,27.0,ACT,Out,34,7.32,7.64,0.0,,9.01,16,2.6,0.077,Hamstring,12.4,0.78,5.92,-17.1,0.0,591,144
00-0041489,13274,Germie Bernard,WR,PIT,22.7,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,592,218
00-0041087,13435,Joe Royer,TE,CLE,24.5,RES,,0,,9.01,0.0,,9.01,16,8.8,0.274,,5.2,0.33,2.95,0.0,0.0,593,145
00-0036894,7600,Pat Freiermuth,TE,PIT,27.9,ACT,,33,9.01,9.01,0.0,,9.01,16,0.0,0.058,,15.1,0.94,8.49,0.0,0.0,594,146
