gsis_id,sleeper_id,full_name,position,team,age,status,report_status,games,raw_ppg,proj_ppg,adj_ppg,adj_note,replacement_ppg,remaining,absence_now,base_miss_rate,most_common_injury,exp_games,availability,exp_ppg,vorp,value,overall_rank,pos_rank
00-0041579,13429,Seydou Traore,TE,MIA,24.1,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.168,,13.3,0.83,7.5,0.0,0.0,209,39
00-0039796,11570,Rasheen Ali,RB,BAL,25.5,ACT,,6,3.99,6.37,0.0,,9.22,16,0.0,0.203,Neck,12.8,0.8,5.08,-36.3,0.0,210,66
00-0036264,6804,Jordan Love,QB,GB,27.8,ACT,,31,15.46,15.85,0.0,,17.36,16,0.0,0.05,Shoulder,15.2,0.95,15.05,-23.1,0.0,211,29
00-0040739,12521,Elijah Arroyo,TE,SEA,23.4,ACT,,12,2.98,5.15,0.0,,9.01,16,0.0,0.211,Knee,12.6,0.79,4.06,-48.8,0.0,212,40
00-0039811,11581,MarShawn Lloyd,RB,GB,25.7,ACT,,1,3.7,8.15,0.0,,9.22,16,0.0,0.656,Ankle,5.5,0.34,2.8,-5.9,0.0,213,67
00-0039919,11620,Rome Odunze,WR,CHI,24.2,ACT,,30,9.92,10.03,0.0,,10.43,16,0.0,0.119,Foot,14.1,0.88,8.84,-5.7,0.0,214,78
00-0041446,13412,Kendrick Law,WR,DET,22.2,RES,,0,,10.43,0.0,,10.43,16,8.8,0.26,,5.3,0.33,3.48,0.0,0.0,215,79
00-0039451,11608,Isaiah Williams,WR,NYJ,25.6,ACT,,11,5.69,7.19,0.0,,10.43,16,0.0,0.088,Abdomen,14.6,0.91,6.56,-47.4,0.0,216,80
00-0038393,9486,Dontayvion Wicks,WR,PHI,25.2,ACT,,29,7.17,7.91,0.0,,10.43,16,0.0,0.1,Calf,14.4,0.9,7.12,-36.4,0.0,217,81
00-0041029,13281,Jordyn Tyson,WR,NO,22.1,RES,,0,,10.43,0.0,,10.43,16,8.8,0.26,,5.3,0.33,3.48,0.0,0.0,218,82
00-0040277,13079,Jahdae Walker,WR,CHI,24.2,ACT,,4,8.44,9.49,0.0,,10.43,16,0.0,0.147,Concussion,13.6,0.85,8.09,-12.9,0.0,219,83
00-0037746,8154,Brian Robinson,RB,ATL,27.4,ACT,,20,7.58,8.1,0.0,,9.22,16,0.0,0.07,Hamstring,14.9,0.93,7.53,-16.7,0.0,220,68
00-0040206,12470,Riley Leonard,QB,IND,24.0,ACT,,2,16.95,17.24,0.0,,17.36,16,0.0,0.047,,15.2,0.95,16.43,-1.9,0.0,221,30
00-0038705,11199,Emari Demercado,RB,DAL,27.6,ACT,,14,6.72,7.63,0.0,,9.22,16,0.0,0.202,Ankle,12.8,0.8,6.09,-20.3,0.0,222,69
00-0040138,12536,Jaylin Noel,WR,HOU,24.0,ACT,,13,5.87,7.31,0.0,,10.43,16,0.0,0.081,,14.7,0.92,6.72,-46.0,0.0,223,84
00-0036628,7716,John Bates,TE,WAS,28.8,ACT,,24,2.31,3.95,0.0,,9.01,16,0.0,0.083,Groin,14.7,0.92,3.62,-74.3,0.0,224,41
00-0040673,12510,Jalen Milroe,QB,SEA,23.7,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.047,,15.2,0.95,16.55,0.0,0.0,225,31
00-0038896,11237,Jacob Saylors,RB,DET,26.5,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.103,Back,14.4,0.9,8.27,0.0,0.0,226,70
00-0038738,11510,Hunter Luepke,RB,DAL,26.5,ACT,,23,2.7,4.36,0.0,,9.22,16,0.0,0.051,,15.2,0.95,4.14,-73.8,0.0,227,71
00-0040215,12700,Gavin Bartholomew,TE,MIN,23.3,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.572,Back,6.8,0.43,3.86,0.0,0.0,228,42
00-0038720,11371,Julian Hill,TE,NE,26.1,RES,,25,2.25,3.97,0.0,,9.01,16,8.8,0.153,Ankle,6.1,0.38,1.51,-30.8,0.0,229,43
00-0037085,8208,Tyler Badie,RB,DEN,27.6,ACT,,7,2.66,5.74,0.0,,9.22,16,0.0,0.302,Back,11.2,0.7,4.01,-38.9,0.0,230,72
00-0040570,,Jeremiah Webb,WR,NE,25.3,RES,,0,,10.43,0.0,,10.43,16,8.8,0.279,,5.2,0.32,3.39,0.0,0.0,231,85
00-0041490,13423,Eli Heidenreich,RB,PIT,23.1,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.73,0.0,0.0,232,73
00-0040363,12765,Keleki Latu,TE,BUF,24.1,ACT,,2,3.11,7.18,0.0,,9.01,16,0.0,0.133,,13.9,0.87,6.22,-25.5,0.0,233,44
00-0035229,5844,T.J. Hockenson,TE,MIN,29.2,ACT,,26,8.15,8.34,0.0,,9.01,16,0.0,0.083,Shoulder,14.7,0.92,7.65,-9.9,0.0,234,45
00-0036422,6869,Adam Trautman,TE,DEN,29.6,ACT,,27,3.46,4.73,0.0,,9.01,16,0.0,0.045,,15.3,0.96,4.51,-65.5,0.0,235,46
00-0036898,7585,Davis Mills,QB,HOU,27.9,ACT,,7,10.82,13.85,0.0,,17.36,16,0.0,0.031,,15.5,0.97,13.42,-54.4,0.0,236,32
00-0038519,11320,Nikko Remigio,WR,KC,26.8,ACT,,1,6.8,10.07,0.0,,10.43,16,0.0,0.14,Knee,13.8,0.86,8.66,-5.0,0.0,237,86
00-0038619,10226,Andrei Iosivas,WR,CIN,26.9,ACT,,33,6.11,6.94,0.0,,10.43,16,0.0,0.051,,15.2,0.95,6.59,-53.0,0.0,238,87
00-0035689,5906,Dawson Knox,TE,BUF,29.8,ACT,,30,5.68,6.37,0.0,,9.01,16,0.0,0.045,,15.3,0.96,6.08,-40.5,0.0,239,47
00-0040876,13268,Elijah Sarratt,WR,BAL,23.3,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,240,88
00-0040938,,DJ Rogers,TE,DAL,24.8,RES,,0,,9.01,0.0,,9.01,16,8.8,0.274,,5.2,0.33,2.95,0.0,0.0,241,48
00-0039107,10857,Stetson Bennett,QB,LA,28.8,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.028,,15.6,0.97,16.88,0.0,0.0,242,33
00-0041397,13491,Kaden Wetjen,WR,PIT,24.5,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.174,,13.2,0.83,8.62,0.0,0.0,243,89
00-0041558,13322,Sam Roush,TE,CHI,23.0,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,244,49
00-0041081,,Max Bredeson,RB,MIN,23.9,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.73,0.0,0.0,245,74
00-0026158,19,Joe Flacco,QB,CIN,41.6,ACT,,17,14.68,15.57,0.0,,17.36,16,0.0,0.028,,15.6,0.97,15.13,-27.9,0.0,246,34
00-0040735,12519,Luther Burden III,WR,CHI,22.7,ACT,,14,10.24,10.29,0.0,,10.43,16,0.0,0.137,Concussion,13.8,0.86,8.88,-2.0,0.0,247,90
00-0037614,8147,John Metchie III,WR,CAR,26.1,ACT,,17,7.22,8.16,0.0,,10.43,16,0.0,0.07,Shoulder,14.9,0.93,7.59,-33.8,0.0,248,91
00-0039917,11559,Michael Penix Jr.,QB,ATL,26.3,ACT,Out,13,12.91,14.57,0.0,,17.36,16,1.0,0.201,Knee,12.0,0.75,10.92,-33.5,0.0,249,35
00-0040727,12509,Tre Harris,WR,LAC,24.5,ACT,,15,4.92,6.42,0.0,,10.43,16,0.0,0.092,,14.5,0.91,5.83,-58.4,0.0,250,92
00-0037317,8523,Nick Muse,TE,ATL,27.8,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.347,,10.4,0.65,5.89,0.0,0.0,251,50
00-0040649,12656,Robbie Ouzts,RB,SEA,24.0,RES,,4,0.0,5.62,0.0,,9.22,16,8.8,0.252,Ankle,5.4,0.34,1.89,-19.4,0.0,252,75
00-0036463,7521,Chris Blair,WR,ATL,28.9,ACT,,1,2.7,9.72,0.0,,10.43,16,0.0,0.104,,14.3,0.9,8.71,-10.3,0.0,253,93
00-0039163,9758,C.J. Stroud,QB,HOU,24.9,ACT,,31,14.4,15.02,0.0,,17.36,16,0.0,0.085,Concussion,14.6,0.92,13.74,-34.3,0.0,254,36
00-0039407,11574,Dylan Laube,RB,LV,26.7,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.051,,15.2,0.95,8.75,0.0,0.0,255,76
00-0038997,9500,Josh Downs,WR,IND,25.1,ACT,,31,9.65,9.81,0.0,,10.43,16,0.0,0.119,Shoulder,14.1,0.88,8.64,-8.8,0.0,256,94
00-0034959,6323,Andrew Beck,RB,NYJ,30.3,ACT,,2,4.99,8.17,0.0,,9.22,16,0.0,0.072,,14.8,0.93,7.58,-15.7,0.0,257,77
00-0039751,11623,Jordan Whittington,WR,LA,25.9,ACT,,18,3.69,5.69,0.0,,10.43,16,0.0,0.081,Shoulder,14.7,0.92,5.23,-69.8,0.0,258,95
00-0041326,13277,CJ Donaldson,RB,NO,22.1,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.73,0.0,0.0,259,78
00-0036212,6768,Tua Tagovailoa,QB,ATL,28.5,ACT,Doubtful,25,12.88,13.99,0.0,,17.36,16,1.0,0.122,Oblique,13.2,0.82,11.52,-44.5,0.0,260,37
00-0038359,11168,Xavier Smith,WR,LA,28.9,ACT,,9,4.42,6.61,0.0,,10.43,16,0.0,0.057,,15.1,0.94,6.24,-57.6,0.0,261,96
00-0039424,11834,Devaughn Vele,WR,NO,28.7,ACT,,23,9.09,9.44,0.0,,10.43,16,0.0,0.13,Shoulder,13.9,0.87,8.21,-13.8,0.0,262,97
00-0035250,6130,Devin Singletary,RB,NYG,29.0,ACT,,27,8.48,8.64,0.0,,9.22,16,0.0,0.046,,15.3,0.95,8.25,-8.8,0.0,263,79
00-0040488,13122,Carter Runyon,TE,LV,25.1,RES,,0,,9.01,0.0,,9.01,16,8.8,0.158,,6.1,0.38,3.42,0.0,0.0,264,51
00-0041251,13425,Jalon Daniels,QB,TB,23.8,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,265,38
00-0041398,13433,Riley Nowakowski,TE,PIT,24.2,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.168,,13.3,0.83,7.5,0.0,0.0,266,52
00-0040172,12634,Jordan Watkins,WR,SF,24.5,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.203,Calf,12.8,0.8,8.32,0.0,0.0,267,98
00-0040878,13305,Mike Washington Jr.,RB,LV,23.2,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.73,0.0,0.0,268,80
00-0033077,3294,Dak Prescott,QB,DAL,33.1,ACT,,26,17.31,17.32,0.0,,17.36,16,0.0,0.198,Hamstring,12.8,0.8,13.89,-0.6,0.0,269,39
00-0038454,9511,Keaton Mitchell,RB,LAC,24.6,ACT,,6,3.68,6.39,0.0,,9.22,16,0.0,0.052,,15.2,0.95,6.05,-43.0,0.0,270,81
00-0041366,,Jameson Geers,TE,ARI,23.7,RES,,0,,9.01,0.0,,9.01,16,8.8,0.294,,5.1,0.32,2.86,0.0,0.0,271,53
00-0039855,11618,Jalen McMillan,WR,TB,24.7,ACT,Questionable,16,10.21,10.29,0.0,,10.43,16,0.4,0.326,Neck,10.5,0.66,6.77,-1.5,0.0,272,99
00-0040644,12531,Trevor Etienne,RB,CAR,22.1,RES,,1,3.9,8.58,0.0,,9.22,16,8.8,0.141,,6.2,0.39,3.32,-3.9,0.0,273,82
00-0036879,7583,Sam Ehlinger,QB,DEN,27.9,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.036,,15.4,0.96,16.74,0.0,0.0,274,40
00-0039263,12070,McCallan Castles,TE,GB,26.7,RES,,0,,9.01,0.0,,9.01,16,4.0,0.338,,7.9,0.5,4.48,0.0,0.0,275,54
00-0040130,12484,Jayden Higgins,WR,HOU,23.7,RES,,17,7.96,8.6,0.0,,10.43,16,8.8,0.137,,6.2,0.39,3.34,-11.4,0.0,276,100
00-0036887,7842,Luke Farrell,TE,SF,28.9,ACT,,25,2.19,3.88,0.0,,9.01,16,0.0,0.045,,15.3,0.96,3.71,-78.4,0.0,277,55
00-0041106,13554,C.J. Williams,WR,JAX,23.9,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,278,101
00-0040853,,Carson Towt,TE,IND,25.3,RES,,0,,9.01,0.0,,9.01,16,8.8,0.274,,5.2,0.33,2.95,0.0,0.0,279,56
00-0039648,12357,David Martin-Robinson,TE,TEN,26.7,ACT,,5,0.91,5.06,0.0,,9.01,16,0.0,0.058,,15.1,0.94,4.77,-59.6,0.0,280,57
00-0040646,12505,Jalen Royals,WR,KC,23.5,ACT,,1,2.4,8.93,0.0,,10.43,16,0.0,0.137,Knee,13.8,0.86,7.71,-20.8,0.0,281,102
00-0038618,10218,Xavier Hutchinson,WR,HOU,26.3,ACT,,26,5.24,6.35,0.0,,10.43,16,0.0,0.051,,15.2,0.95,6.02,-62.1,0.0,282,103
00-0040238,12544,LeQuint Allen Jr.,RB,JAX,22.1,ACT,,11,1.77,4.39,0.0,,9.22,16,0.0,0.085,,14.6,0.92,4.01,-70.8,0.0,283,83
00-0033576,4189,Eric Saubert,TE,SEA,32.3,ACT,,19,1.35,3.57,0.0,,9.01,16,0.0,0.153,Calf,13.6,0.85,3.03,-73.7,0.0,284,58
00-0038840,11157,Brycen Tremayne,WR,CAR,26.8,ACT,,8,2.11,5.94,0.0,,10.43,16,0.0,0.072,,14.8,0.93,5.51,-66.7,0.0,285,104
00-0040208,12543,Tahj Brooks,RB,CIN,24.3,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.105,Concussion,14.3,0.9,8.25,0.0,0.0,286,84
00-0040009,12482,Savion Williams,WR,GB,24.8,RES,,1,1.2,9.16,0.0,,10.43,16,4.0,0.23,Foot,9.2,0.58,5.29,-11.7,0.0,287,105
00-0036556,7568,Brevin Jordan,TE,HOU,26.1,ACT,,2,1.35,8.24,0.0,,9.01,16,0.0,0.662,,5.4,0.34,2.78,-4.2,0.0,288,59
00-0032950,3161,Carson Wentz,QB,MIN,33.7,ACT,,7,13.99,15.64,0.0,,17.36,16,0.0,0.216,Shoulder,12.5,0.78,12.26,-21.6,0.0,289,41
00-0040024,13150,Darius Cooper,WR,PHI,24.8,ACT,,5,3.7,7.01,0.0,,10.43,16,0.0,0.203,,12.8,0.8,5.59,-43.6,0.0,290,106
00-0039916,11638,Ricky Pearsall,WR,SF,26.0,RES,,20,9.3,9.63,0.0,,10.43,16,8.8,0.345,Knee,4.7,0.29,2.84,-3.8,0.0,291,107
00-0040906,13404,Garrett Nussmeier,QB,KC,24.6,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.079,,14.7,0.92,15.99,0.0,0.0,292,42
00-0039342,11626,Xavier Legette,WR,CAR,25.6,ACT,,31,6.1,6.97,0.0,,10.43,16,0.0,0.1,Hip,14.4,0.9,6.27,-49.9,0.0,293,108
00-0040162,12469,Dylan Sampson,RB,CLE,22.0,RES,,8,8.85,9.01,0.0,,9.22,16,8.5,0.169,Hand,6.2,0.39,3.49,-1.3,0.0,294,85
00-0039794,11576,Braelon Allen,RB,NYJ,22.6,ACT,,14,6.13,7.44,0.0,,9.22,16,0.0,0.303,Knee,11.2,0.7,5.19,-19.8,0.0,295,86
00-0034753,5012,Mark Andrews,TE,BAL,31.0,ACT,,35,8.78,8.83,0.0,,9.01,16,0.0,0.04,,15.4,0.96,8.47,-2.9,0.0,296,60
00-0037004,7535,Hunter Long,TE,ARI,28.0,ACT,,17,2.59,4.8,0.0,,9.01,16,0.0,0.102,Hip,14.4,0.9,4.31,-60.6,0.0,297,61
00-0039847,11597,Theo Johnson,TE,NYG,25.5,ACT,,27,7.53,7.87,0.0,,9.01,16,0.0,0.192,Illness,12.9,0.81,6.36,-14.8,0.0,298,62
00-0041472,13307,Marlin Klein,TE,HOU,24.0,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,299,63
00-0038685,11370,Chris Brooks,RB,GB,26.6,ACT,,16,3.51,5.25,0.0,,9.22,16,0.0,0.053,,15.2,0.95,4.97,-60.2,0.0,300,87
00-0041084,13408,Tanner Koziol,TE,JAX,22.6,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,301,64
00-0037741,8119,Jahan Dotson,WR,ATL,26.4,ACT,,30,3.3,4.78,0.0,,10.43,16,0.0,0.051,,15.2,0.95,4.54,-85.8,0.0,302,109
00-0032775,3286,Demarcus Robinson,WR,SF,31.9,ACT,,31,5.67,6.64,0.0,,10.43,16,0.0,0.107,,14.3,0.89,5.93,-54.3,0.0,303,110
00-0038115,8225,Daniel Bellinger,TE,TEN,25.9,ACT,,22,4.19,5.38,0.0,,9.01,16,0.0,0.06,,15.0,0.94,5.06,-54.7,0.0,304,65
00-0033246,4314,Johnny Mundt,TE,PHI,31.8,ACT,,24,2.3,4.07,0.0,,9.01,16,0.0,0.04,,15.4,0.96,3.9,-76.0,0.0,305,66
00-0037563,8800,Malik Davis,RB,DAL,27.8,RES,,3,8.08,8.78,0.0,,9.22,16,4.0,0.19,Calf,9.7,0.61,5.33,-4.3,0.0,306,88
00-0037742,8135,Treylon Burks,WR,WAS,26.4,ACT,,12,3.23,5.79,0.0,,10.43,16,0.0,0.414,Knee,9.4,0.59,3.39,-43.6,0.0,307,111
00-0039236,11636,Johnny Wilson,WR,PHI,25.4,RES,,9,1.81,6.81,0.0,,10.43,16,4.0,0.421,,6.9,0.43,2.96,-25.2,0.0,308,112
00-0039391,11647,Kimani Vidal,RB,LAC,25.0,ACT,,18,8.36,8.6,0.0,,9.22,16,0.0,0.056,,15.1,0.94,8.11,-9.4,0.0,309,89
00-0041561,13272,Carson Beck,QB,ARI,24.8,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.079,,14.7,0.92,15.99,0.0,0.0,310,43
00-0040244,12480,Moliki Matavao,TE,NO,23.5,RES,,1,3.0,7.92,0.0,,9.01,16,8.8,0.223,,5.6,0.35,2.77,-6.1,0.0,311,67
00-0033555,4177,Mack Hollins,WR,NE,33.0,ACT,,32,7.58,8.18,0.0,,10.43,16,0.0,0.088,Abdomen,14.6,0.91,7.46,-32.9,0.0,312,113
00-0041550,13380,Brenen Thompson,WR,LAC,23.1,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,313,114
00-0040142,12504,Kaleb Johnson,RB,GB,23.0,ACT,,1,2.2,8.41,0.0,,9.22,16,0.0,0.085,,14.6,0.92,7.7,-11.8,0.0,314,90
00-0039518,,Treyton Welch,TE,NO,25.6,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.146,,13.7,0.85,7.7,0.0,0.0,315,68
00-0041511,13276,Omar Cooper Jr.,WR,NYJ,22.7,ACT,Out,0,,10.43,0.0,,10.43,16,2.6,0.207,Ankle,10.7,0.67,6.95,0.0,0.0,316,115
00-0039144,9481,Luke Musgrave,TE,GB,26.0,RES,,17,3.91,5.44,0.0,,9.01,16,8.8,0.268,Ankle,5.3,0.33,1.79,-18.8,0.0,317,69
00-0035406,5938,Lil'Jordan Humphrey,WR,DEN,28.4,ACT,,21,4.78,6.46,0.0,,10.43,16,0.0,0.064,,15.0,0.94,6.05,-59.5,0.0,318,116
00-0039737,11716,Tip Reiman,TE,ARI,25.0,RES,,11,1.41,5.18,0.0,,9.01,16,4.0,0.343,Foot,7.9,0.49,2.55,-30.2,0.0,319,70
00-0039874,11643,Jaylen Wright,RB,MIA,23.4,ACT,,8,8.09,8.66,0.0,,9.22,16,0.0,0.077,Knee,14.8,0.92,8.0,-8.2,0.0,320,91
00-0041170,,Hayden Large,TE,CHI,24.4,RES,,0,,9.01,0.0,,9.01,16,8.8,0.274,,5.2,0.33,2.95,0.0,0.0,321,71
00-0039041,10231,Elijah Higgins,TE,ARI,25.8,ACT,,30,3.63,4.77,0.0,,9.01,16,0.0,0.06,,15.0,0.94,4.48,-63.9,0.0,322,72
00-0040390,12938,Jackson Meeks,TE,DET,23.4,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.171,,13.3,0.83,7.47,0.0,0.0,323,73
00-0038498,11304,E.J. Jenkins,TE,PHI,27.8,ACT,,1,7.7,8.88,0.0,,9.01,16,0.0,0.107,,14.3,0.89,7.93,-1.9,0.0,324,74
00-0040582,12539,Arian Smith,WR,NYJ,24.9,ACT,,9,1.25,5.08,0.0,,10.43,16,0.0,0.092,,14.5,0.91,4.61,-77.8,0.0,325,117
00-0038590,9489,Justin Shorter,WR,LV,26.4,RES,,0,,10.43,0.0,,10.43,16,8.8,0.128,,6.3,0.39,4.1,0.0,0.0,326,118
00-0037156,8861,Irvin Charles,WR,SEA,29.4,RES,,0,,10.43,0.0,,10.43,16,4.0,0.489,,6.1,0.38,4.0,0.0,0.0,327,119
00-0037292,8489,Andrew Ogletree,TE,IND,28.1,ACT,,18,2.04,4.46,0.0,,9.01,16,0.0,0.083,Neck,14.7,0.92,4.09,-66.8,0.0,328,75
00-0041239,,Chip Trayanum,RB,NYJ,24.7,RES,,0,,9.22,0.0,,9.22,16,8.8,0.251,,5.4,0.34,3.11,0.0,0.0,329,92
00-0036407,6783,Jerry Jeudy,WR,CLE,27.4,ACT,,35,9.36,9.56,0.0,,10.43,16,0.0,0.051,,15.2,0.95,9.07,-13.3,0.0,330,120
00-0039032,9508,Tyjae Spears,RB,TEN,25.2,ACT,,26,8.78,8.88,0.0,,9.22,16,0.0,0.203,Concussion,12.8,0.8,7.08,-4.4,0.0,331,93
00-0041503,13299,Nate Boerkircher,TE,JAX,25.0,ACT,,1,1.9,7.64,0.0,,9.01,16,0.0,0.168,,13.3,0.83,6.35,-18.3,0.0,332,76
00-0036825,7531,Feleipe Franks,TE,CAR,28.7,ACT,,1,0.0,8.3,0.0,,9.01,16,0.0,0.064,Concussion,15.0,0.94,7.76,-10.8,0.0,333,77
00-0038547,10871,Luke Schoonmaker,TE,DAL,27.9,ACT,,24,2.98,4.41,0.0,,9.01,16,0.0,0.058,,15.1,0.94,4.15,-69.5,0.0,334,78
00-0041149,13415,Haynes King,QB,CAR,25.6,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.079,,14.7,0.92,15.99,0.0,0.0,335,44
00-0036187,7204,Reggie Gilliam,RB,NE,29.0,ACT,,10,0.63,4.15,0.0,,9.22,16,0.0,0.065,Hip,15.0,0.94,3.88,-75.9,0.0,336,94
00-0040782,12503,Isaiah Bond,WR,CLE,22.5,ACT,,15,3.65,5.58,0.0,,10.43,16,0.0,0.109,Foot,14.3,0.89,4.97,-69.2,0.0,337,121
00-0039623,11895,Mason Tipton,WR,NO,25.9,RES,,14,3.48,6.14,0.0,,10.43,16,4.0,0.119,Groin,10.6,0.66,4.06,-45.4,0.0,338,122
00-0041047,13353,Chris Brazzell II,WR,CAR,22.9,RES,,0,,10.43,0.0,,10.43,16,8.8,0.26,,5.3,0.33,3.48,0.0,0.0,339,123
00-0036876,7602,Kylen Granson,TE,TEN,28.4,ACT,,23,2.07,4.12,0.0,,9.01,16,0.0,0.045,,15.3,0.96,3.93,-74.8,0.0,340,79
00-0033955,4219,Jeremy McNichols,RB,WAS,30.7,RES,,26,4.61,5.64,0.0,,9.22,16,8.8,0.092,,6.5,0.41,2.3,-23.4,0.0,341,95
00-0040498,,Dontae Fleming,WR,MIN,24.8,RES,,0,,10.43,0.0,,10.43,16,4.0,0.239,,9.1,0.57,5.96,0.0,0.0,342,124
00-0041438,13279,Carnell Tate,WR,TEN,21.6,ACT,,1,7.8,9.92,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.4,-6.9,0.0,343,125
00-0040886,13288,Nicholas Singleton,RB,TEN,22.7,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.73,0.0,0.0,344,96
00-0039849,11628,Marvin Harrison Jr.,WR,ARI,24.1,ACT,,29,10.43,10.43,0.0,,10.43,16,0.0,0.157,Heel,13.5,0.84,8.8,0.0,0.0,345,126
00-0039365,11616,Jacob Cowing,WR,SF,25.6,ACT,,1,5.7,9.96,0.0,,10.43,16,0.0,0.402,Concussion,9.6,0.6,5.96,-4.5,0.0,346,127
00-0041048,13317,Ted Hurst III,WR,TB,22.2,ACT,,1,6.6,9.69,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.2,-10.0,0.0,347,128
00-0028986,1737,Case Keenum,QB,CHI,38.5,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.348,,10.4,0.65,11.32,0.0,0.0,348,45
00-0040955,13342,John Michael Gyllenborg,TE,KC,24.1,RES,,0,,9.01,0.0,,9.01,16,8.8,0.274,,5.2,0.33,2.95,0.0,0.0,349,80
00-0039410,11783,Ryan Flournoy,WR,DAL,26.8,ACT,,20,7.4,8.14,0.0,,10.43,16,0.0,0.051,,15.2,0.95,7.73,-34.8,0.0,350,129
00-0041104,13347,Demond Claiborne,RB,MIN,22.9,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.73,0.0,0.0,351,97
00-0040930,13726,Camden Brown,WR,DAL,22.3,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,352,130
00-0041042,13285,Malachi Fields,WR,NYG,23.0,ACT,,1,4.5,9.29,0.0,,10.43,16,0.0,0.154,,13.5,0.85,7.86,-15.5,0.0,353,131
00-0037666,8117,Jalen Tolbert,WR,MIA,27.5,ACT,,27,5.87,7.03,0.0,,10.43,16,0.0,0.051,,15.2,0.95,6.67,-51.6,0.0,354,132
00-0038579,10866,Aidan O'Connell,QB,LV,28.0,ACT,Questionable,9,10.36,14.0,0.0,,17.36,16,0.4,0.292,Wrist,11.1,0.69,9.67,-37.2,0.0,355,46
00-0040729,12483,Jack Bech,WR,LV,23.7,ACT,,11,4.66,6.59,0.0,,10.43,16,0.0,0.081,,14.7,0.92,6.06,-56.5,0.0,356,133
00-0040179,12471,DJ Giddens,RB,IND,23.0,ACT,Questionable,2,3.37,7.72,0.0,,9.22,16,0.4,0.085,,14.3,0.89,6.89,-21.5,0.0,357,98
00-0038041,8110,Jake Ferguson,TE,DAL,27.6,ACT,,31,9.0,9.01,0.0,,9.01,16,0.0,0.096,Concussion,14.5,0.9,8.14,-0.1,0.0,358,81
00-0035537,6039,Ty Johnson,RB,BUF,29.0,INA,Questionable,31,6.51,7.06,0.0,,9.22,16,0.4,0.046,,14.9,0.93,6.57,-32.2,0.0,359,99
00-0041052,13414,Kaelon Black,RB,SF,24.9,ACT,Questionable,1,8.0,8.98,0.0,,9.22,16,0.4,0.146,,13.3,0.83,7.49,-3.1,0.0,360,100
00-0034869,4943,Sam Darnold,QB,SEA,29.2,ACT,Out,34,15.06,15.5,0.0,,17.36,16,2.6,0.047,Glute,12.8,0.8,12.41,-23.9,0.0,361,47
00-0040014,12494,Kyle McCord,QB,MIA,24.0,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,362,48
00-0034577,5127,Kyle Allen,QB,BUF,30.5,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.028,,15.6,0.97,16.88,0.0,0.0,363,49
00-0034270,5133,Tyler Conklin,TE,DET,31.1,ACT,,21,6.11,7.07,0.0,,9.01,16,0.0,0.059,Not injury related - personal matter,15.1,0.94,6.65,-29.2,0.0,364,82
