episode_id,gsis_id,full_name,position,team,season,start_week,end_week,games_missed,ir_games,starts_on_ir,injury,carried_over,parts,n_base,base_share,base_ppg,return_key,games_to_normal,share_ratio_first4,ppg_after_first4,r1,r2,r3,r4,r5,r6,r7,r8,returned,ppg_ratio_first4
188,00-0026153,Jonathan Stewart,RB,CAR,2013,15,17,3,0,false,Knee,true,1,5,0.304,5.040,201401,0,1.826,8.700,1.151,2.171,1.382,2.599,3.026,2.007,1.480,1.480,true,1.726
189,00-0026153,Jonathan Stewart,RB,CAR,2015,15,17,3,0,false,Foot,true,1,8,0.726,14.712,201601,2,0.709,13.375,0.799,0.165,0.923,0.950,0.950,1.005,1.088,0.799,true,0.909
190,00-0026153,Jonathan Stewart,RB,CAR,2016,3,5,3,0,false,Hamstring,false,1,8,0.660,13.237,201606,0,1.053,12.900,1.015,1.045,1.045,1.106,1.197,0.879,1.091,1.258,true,0.975
191,00-0026153,Jonathan Stewart,RB,NYG,2018,4,17,13,13,true,Foot,true,1,8,0.314,8.338,,,,,,,,,,,,,false,
192,00-0026158,Joe Flacco,QB,BAL,2018,12,12,1,0,false,Hip,false,1,8,0.949,16.108,201901,0,1.054,14.385,1.054,1.054,1.054,1.054,1.054,1.054,1.043,1.054,true,0.893
193,00-0026158,Joe Flacco,QB,DEN,2019,9,2,10,8,true,Neck,false,2,8,0.999,10.657,202004,1,0.763,10.090,0.050,1.001,1.001,1.001,1.001,0.080,1.001,1.001,true,0.947
194,00-0026158,Joe Flacco,QB,NYJ,2021,12,16,2,2,true,Unlabeled (IR),false,2,8,0.765,9.377,202201,0,1.010,10.670,1.307,1.307,1.307,0.118,1.307,1.307,1.268,1.294,true,1.138
196,00-0026164,Chris Johnson,RB,ARI,2016,1,1,1,1,true,Unlabeled (IR),false,1,8,0.511,11.825,201602,,0.406,4.925,0.626,0.078,0.411,0.509,0.743,0.802,0.782,,true,0.416
197,00-0026164,Chris Johnson,RB,ARI,2016,5,17,12,12,true,Groin,true,1,8,0.356,6.525,201702,1,1.018,5.175,0.730,1.067,1.151,1.123,,,,,true,0.793
199,00-0026173,Donnie Avery,WR,KC,2014,5,12,7,0,false,Groin,false,1,8,0.617,5.700,201413,,0.502,1.000,0.972,0.032,,,,,,,true,0.175
201,00-0026176,Jordy Nelson,WR,GB,2017,17,17,1,0,false,Shoulder,true,1,8,0.930,5.387,201801,0,0.911,14.350,1.043,0.892,0.774,0.935,0.957,1.022,0.968,0.806,true,2.664
202,00-0026176,Jordy Nelson,WR,OAK,2018,11,11,1,0,false,Knee,false,1,8,0.860,10.037,201812,0,1.081,11.275,1.047,1.058,1.093,1.128,0.919,1.035,,,true,1.123
205,00-0026182,Eddie Royal,WR,CHI,2015,9,12,4,0,false,Knee,false,1,8,0.841,11.312,201514,0,0.936,8.350,1.070,1.129,0.785,0.761,0.868,0.927,0.618,0.666,true,0.738
206,00-0026182,Eddie Royal,WR,CHI,2016,7,7,1,0,false,Toe,false,1,8,0.718,11.137,201610,,0.595,2.367,1.017,0.557,0.209,,,,,,true,0.212
207,00-0026182,Eddie Royal,WR,CHI,2016,15,17,3,2,false,Toe,true,1,8,0.600,10.938,,,,,,,,,,,,,false,
209,00-0026184,Matt Forte,RB,CHI,2015,9,9,1,0,false,Knee,false,1,8,0.876,18.213,201512,5,0.585,16.075,0.628,0.639,0.536,0.536,0.445,0.947,0.867,0.924,true,0.883
210,00-0026184,Matt Forte,RB,NYJ,2016,17,17,1,1,true,Knee,true,1,8,0.503,13.213,201701,0,1.010,9.325,1.194,0.955,0.736,1.154,0.995,0.955,0.955,0.816,true,0.706
211,00-0026184,Matt Forte,RB,NYJ,2017,4,5,2,0,false,Knee,false,1,8,0.430,8.975,201706,0,1.186,16.525,1.349,1.163,1.116,1.116,0.953,0.884,1.209,0.837,true,1.841
212,00-0026184,Matt Forte,RB,NYJ,2017,10,10,1,0,false,Knee,false,1,8,0.406,8.287,201712,0,1.028,7.875,1.009,0.935,1.280,0.886,1.034,,,,true,0.950
213,00-0026184,Matt Forte,RB,NYJ,2017,17,17,1,1,true,Knee,true,1,8,0.464,12.200,,,,,,,,,,,,,false,
216,00-0026189,DeSean Jackson,WR,WAS,2015,2,7,5,0,false,Hamstring,false,2,8,0.794,14.150,201509,4,0.876,11.300,1.058,0.605,1.109,0.731,0.932,0.869,0.794,0.882,true,0.799
217,00-0026189,DeSean Jackson,WR,TB,2017,16,16,1,0,false,Ankle,false,1,8,0.647,9.763,201801,1,0.807,19.350,0.463,0.911,0.896,0.958,0.803,0.695,0.803,0.741,true,1.982
218,00-0026189,DeSean Jackson,WR,TB,2018,13,15,3,0,false,Thumb,false,1,8,0.570,10.938,201816,4,0.539,13.567,0.632,1.211,0.228,0.088,0.947,1.351,0.544,0.842,true,1.240
219,00-0026189,DeSean Jackson,WR,PHI,2019,3,8,6,0,false,Abdomen,false,1,8,0.547,12.113,201909,1,0.763,5.900,0.091,0.986,1.406,0.566,0.877,0.493,0.493,0.091,true,0.487
220,00-0026189,DeSean Jackson,WR,PHI,2019,11,17,7,7,true,Unlabeled (IR),true,1,8,0.508,12.229,202001,0,1.034,7.425,1.064,1.517,0.611,0.946,0.532,0.532,0.099,0.631,true,0.607
221,00-0026189,DeSean Jackson,WR,PHI,2020,4,6,3,0,false,Hamstring,false,1,8,0.473,10.429,202007,,0.566,8.933,1.016,0.571,0.571,0.106,0.677,0.677,0.635,0.508,true,0.857
222,00-0026189,DeSean Jackson,WR,PHI,2020,8,15,7,7,true,Hamstring,false,1,8,0.417,9.757,202016,,0.545,13.400,0.647,0.647,0.120,0.766,0.766,0.719,0.575,0.144,true,1.373
223,00-0026189,DeSean Jackson,WR,PHI,2020,17,17,1,0,false,Ankle,true,1,8,0.416,10.057,202101,,0.577,8.900,0.649,0.120,0.769,0.769,0.721,0.577,0.144,0.408,true,0.885
224,00-0026189,DeSean Jackson,WR,LA,2021,8,8,1,0,false,Not injury related - resting player,false,1,8,0.281,8.400,202110,1,1.244,6.200,0.604,1.209,1.707,1.458,1.813,1.031,1.849,0.924,true,0.738
225,00-0026197,Chad Henne,QB,KC,2019,1,8,8,8,true,Unlabeled (IR),false,1,8,0.580,7.537,202007,,0.703,6.850,0.345,0.310,1.724,0.431,0.069,0.103,0.155,0.121,true,0.909
226,00-0026201,Martellus Bennett,TE,CHI,2015,1,1,13,13,true,Ribs,false,2,8,0.910,12.312,201602,0,0.951,18.150,1.099,1.077,0.868,0.758,0.615,0.582,0.659,0.714,true,1.474
227,00-0026201,Martellus Bennett,TE,NE,2017,13,17,5,5,true,Shoulder,true,1,8,0.745,6.762,,,,,,,,,,,,,false,
229,00-0026213,Jamaal Charles,RB,KC,2015,1,5,5,5,true,Unlabeled (IR),false,1,8,0.801,18.450,201604,,0.218,3.850,0.162,0.287,0.050,0.374,0.324,0.374,0.212,0.312,true,0.209
230,00-0026213,Jamaal Charles,RB,KC,2016,8,17,10,9,false,Knee,true,1,8,0.609,15.338,201701,,0.423,6.650,0.493,0.427,0.493,0.279,0.411,0.378,0.296,0.509,true,0.434
233,00-0026224,Harry Douglas,WR,ATL,2014,5,7,3,0,false,Foot,false,1,8,0.905,10.750,201408,,0.619,5.300,0.519,0.519,0.718,0.718,0.751,0.840,0.917,0.696,true,0.493
234,00-0026224,Harry Douglas,WR,TEN,2015,7,8,2,0,false,Ribs,false,1,8,0.713,8.637,201509,0,1.263,8.350,1.165,1.123,1.404,1.361,0.982,1.221,1.179,1.249,true,0.967
235,00-0026224,Harry Douglas,WR,TEN,2017,1,11,10,10,true,Unlabeled (IR),false,1,8,0.249,5.317,201712,,0.824,1.800,0.965,0.683,,,,,,,true,0.339
237,00-0026225,Craig Stevens,TE,TEN,2013,13,13,1,0,false,Concussion,false,1,8,0.419,0.533,201314,2,1.009,,0.525,0.525,1.409,1.576,0.645,0.334,0.931,0.597,true,
238,00-0026225,Craig Stevens,TE,TEN,2014,1,7,7,6,true,Quadricep,false,1,8,0.373,0.625,201501,0,1.336,2.767,1.879,1.020,1.396,1.047,0.698,0.698,1.047,1.503,true,4.427
241,00-0026267,Jacob Tamme,TE,ATL,2015,4,4,1,0,false,Concussion,false,1,8,0.398,3.971,201505,0,1.969,14.125,1.987,1.836,2.013,2.038,2.390,1.811,2.088,1.962,true,3.557
242,00-0026267,Jacob Tamme,TE,ATL,2016,9,17,8,6,false,Shoulder,true,1,8,0.719,8.400,,,,,,,,,,,,,false,
243,00-0026281,Gary Barnidge,TE,CLE,2014,14,15,2,0,false,Rib,false,1,8,0.459,2.371,201417,1,1.292,10.667,0.174,1.853,1.417,1.722,1.896,1.984,1.722,1.635,true,4.498
245,00-0026293,Matt Slater,WR,NE,2016,12,12,1,0,false,Foot,false,1,8,0.070,0.125,201614,,0.321,0.000,0.857,0.143,0.143,0.143,0.571,0.714,0.714,0.429,true,0.000
246,00-0026293,Matt Slater,WR,NE,2017,2,2,1,0,false,Hamstring,false,1,8,0.060,0.125,201706,,0.625,0.000,0.167,0.667,0.833,0.833,0.500,0.667,0.500,0.167,true,0.000
247,00-0026293,Matt Slater,WR,NE,2017,11,11,1,0,false,Hamstring,false,1,8,0.044,0.000,201715,,0.857,0.000,1.143,0.686,0.914,0.686,0.229,0.686,1.829,0.686,true,
248,00-0026298,Kellen Davis,TE,NYJ,2016,9,17,8,6,false,Elbow,true,1,8,0.465,0.000,,,,,,,,,,,,,false,
251,00-0026345,Pierre Garcon,WR,SF,2017,9,17,8,8,true,Neck,true,1,8,0.828,12.487,201801,0,0.952,6.275,0.967,0.931,0.918,0.991,0.761,0.955,0.677,0.810,true,0.503
252,00-0026345,Pierre Garcon,WR,SF,2018,10,17,7,3,false,Knee,true,1,8,0.701,5.963,,,,,,,,,,,,,false,
253,00-0026364,Steve Johnson,WR,BUF,2013,11,11,1,0,false,Groin,false,1,8,0.799,12.663,201313,0,0.911,6.725,1.077,1.102,1.052,0.413,0.601,0.739,0.200,0.088,true,0.531
254,00-0026364,Steve Johnson,WR,BUF,2013,16,17,2,0,false,Not Injury Related,true,1,8,0.736,9.338,201401,,0.530,9.350,0.448,0.652,0.801,0.217,0.095,0.299,0.462,0.448,true,1.001
255,00-0026364,Steve Johnson,WR,SF,2014,15,17,3,0,false,Knee,true,1,8,0.304,7.388,201501,0,2.675,12.625,3.029,3.029,2.831,1.811,2.667,2.568,3.292,3.029,true,1.709
256,00-0026364,Steve Johnson,WR,SD,2015,5,5,1,0,false,Hamstring,false,1,8,0.586,7.275,201507,0,1.497,10.000,1.382,1.330,1.706,1.569,1.569,1.143,,,true,1.375
257,00-0026364,Steve Johnson,WR,SD,2015,14,17,17,16,false,Groin,true,2,8,0.845,11.562,,,,,,,,,,,,,false,
259,00-0026367,Peyton Hillis,RB,NYG,2013,16,16,1,0,false,Concussion,false,1,5,0.434,8.980,201317,3,0.726,4.800,1.359,0.230,0.207,1.106,0.945,1.037,0.138,,true,0.535
260,00-0026367,Peyton Hillis,RB,NYG,2014,1,11,10,9,true,Concussion,false,1,6,0.398,8.350,,,,,,,,,,,,,false,
262,00-0026373,Justin Forsett,RB,DET,2016,13,13,1,1,true,Unlabeled (IR),false,1,8,0.528,7.463,201614,,0.863,7.475,0.796,1.043,0.512,1.100,,,,,true,1.002
263,00-0026498,Matthew Stafford,QB,DET,2019,11,17,7,2,false,Hip,true,1,8,1.000,20.020,202001,0,1.000,18.295,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.800,true,0.914
264,00-0026498,Matthew Stafford,QB,LA,2022,12,18,7,6,false,Concussion,true,1,8,0.998,11.702,202301,0,1.003,14.015,1.003,1.003,1.003,1.003,1.003,1.003,1.003,0.682,true,1.198
265,00-0026544,Chase Daniel,QB,LAC,2021,16,16,1,1,true,Unlabeled (IR),false,1,8,0.510,6.245,202202,,0.221,2.827,0.020,0.098,0.392,0.373,,,,,true,0.453
268,00-0026625,Brian Hoyer,QB,HOU,2015,11,11,1,0,false,Concussion,false,1,8,0.815,15.005,201512,0,1.209,13.295,1.227,1.227,1.153,1.227,0.331,1.227,1.227,1.227,true,0.886
269,00-0026625,Brian Hoyer,QB,HOU,2015,15,15,1,0,false,Concussion,false,1,8,0.845,17.642,201517,2,0.967,13.435,1.183,0.320,1.183,1.183,1.183,1.183,0.497,1.183,true,0.762
270,00-0026625,Brian Hoyer,QB,CHI,2016,8,17,9,9,true,Unlabeled (IR),true,1,8,0.901,14.615,201701,0,1.107,9.755,1.110,1.110,1.110,1.098,1.110,0.277,0.144,0.055,true,0.667
271,00-0026625,Brian Hoyer,QB,NE,2022,5,18,13,13,true,Concussion,true,1,8,0.168,1.735,202301,1,2.388,2.470,0.179,2.328,4.657,,,,,,true,1.424
274,00-0026739,Jordan Norwood,WR,DEN,2015,9,9,1,0,false,Hamstring,false,1,5,0.542,4.525,201511,3,0.743,3.975,0.314,0.720,0.461,1.476,1.015,0.959,1.033,1.125,true,0.878
277,00-0026796,Arian Foster,RB,HOU,2013,10,10,1,0,false,Back,false,1,7,0.599,15.500,201401,0,1.257,19.825,1.621,1.169,0.885,1.353,1.453,1.487,1.086,1.086,true,1.279
278,00-0026796,Arian Foster,RB,HOU,2015,1,3,3,0,false,Groin,false,1,8,0.765,22.988,201504,2,0.814,19.250,0.549,0.797,0.889,1.020,1.137,0.209,0.209,0.327,true,0.837
279,00-0026796,Arian Foster,RB,MIA,2016,3,4,2,0,false,Hamstring,false,1,8,0.642,16.512,201606,,0.319,2.700,0.249,0.389,,,,,,,true,0.164
281,00-0026855,Antone Smith,RB,ATL,2013,15,15,1,0,false,Knee,false,1,4,0.075,7.375,201317,1,1.467,6.500,0.400,1.333,2.533,1.600,1.600,2.000,2.667,2.000,true,0.881
282,00-0026855,Antone Smith,RB,ATL,2014,1,11,10,10,true,Hamstring,false,1,5,0.064,7.375,201509,2,1.914,3.767,0.625,0.312,1.719,5.000,4.688,,,,true,0.511
283,00-0026855,Antone Smith,RB,TB,2016,10,17,8,8,true,Unlabeled (IR),true,1,8,0.128,2.329,,,,,,,,,,,,,false,
288,00-0026901,Mike Wallace,WR,PHI,2018,3,17,14,13,true,Ankle,true,1,8,0.749,11.512,,,,,,,,,,,,,false,
290,00-0026932,Cedric Peerman,RB,CIN,2016,1,11,10,10,true,Unlabeled (IR),false,1,8,0.085,1.214,201616,,1.176,0.750,0.235,2.118,,,,,,,true,0.618
291,00-0026932,Cedric Peerman,RB,CIN,2017,1,17,16,16,true,Unlabeled (IR),true,1,8,0.086,1.429,,,,,,,,,,,,,false,
293,00-0026937,Brandon Gibson,WR,NE,2016,1,2,2,2,true,Unlabeled (IR),false,1,8,0.532,5.450,,,,,,,,,,,,,false,
298,00-0026983,Darrius Heyward-Bey,WR,PIT,2016,10,15,6,0,false,Foot,false,1,8,0.445,7.533,201617,,0.242,1.867,0.787,0.045,0.067,0.067,0.202,0.045,0.180,0.157,true,0.248
299,00-0026983,Darrius Heyward-Bey,WR,PIT,2018,6,6,1,0,false,Ankle,false,1,8,0.126,1.700,201808,,0.594,0.633,0.238,0.396,1.347,0.396,0.713,1.505,0.238,0.158,true,0.373
300,00-0026988,Knowshon Moreno,RB,MIA,2014,1,6,5,5,true,Elbow,false,1,8,0.630,18.388,,,,,,,,,,,,,false,
301,00-0026993,Josh Freeman,QB,MIN,2013,8,8,1,0,false,Concussion,false,1,3,1.000,8.280,201517,,0.850,10.360,0.850,,,,,,,,true,1.251
303,00-0026995,Jeremy Maclin,WR,KC,2016,10,12,3,0,false,Groin,false,1,8,0.887,11.963,201614,0,0.921,7.500,0.856,0.946,0.980,0.901,0.823,0.710,0.699,0.766,true,0.627
305,00-0026996,Brandon Pettigrew,TE,DET,2015,1,13,25,25,true,Hamstring,false,2,8,0.626,2.000,,,,,,,,,,,,,false,
308,00-0026998,Percy Harvin,WR,BUF,2015,1,2,10,9,true,Not Injury Related,false,2,8,0.688,9.425,201609,,0.691,3.700,0.349,1.033,,,,,,,true,0.393
309,00-0026998,Percy Harvin,WR,BUF,2016,13,17,5,4,false,Illness,true,1,8,0.611,8.486,,,,,,,,,,,,,false,
311,00-0027003,Donald Brown,RB,SD,2014,6,8,3,0,false,Concussion,false,1,8,0.444,9.675,201409,,0.710,2.850,0.744,0.586,0.563,0.946,0.834,1.172,0.789,1.104,true,0.295
315,00-0027029,LeSean McCoy,RB,BUF,2015,4,5,2,0,false,Hamstring,false,1,8,0.619,13.725,201506,0,1.248,17.650,1.309,1.390,1.002,1.293,1.374,1.390,1.196,1.390,true,1.286
316,00-0027029,LeSean McCoy,RB,BUF,2015,16,17,2,0,false,Knee,true,1,8,0.800,17.263,201601,0,1.006,19.850,1.075,1.150,0.938,0.862,1.000,0.775,0.500,0.925,true,1.150
317,00-0027029,LeSean McCoy,RB,TB,2020,5,5,1,0,false,Ankle,false,1,8,0.265,6.150,202006,,0.632,3.100,1.132,0.151,0.075,1.170,0.679,0.642,,,true,0.504
318,00-0027057,Brandon Tate,WR,BUF,2016,9,9,1,0,false,Concussion,false,1,8,0.165,2.950,201611,0,1.848,2.725,2.424,3.212,1.152,0.606,0.424,0.424,0.364,0.182,true,0.924
320,00-0027061,Jared Cook,TE,GB,2016,5,9,5,0,false,Ankle,false,1,8,0.610,4.725,201611,4,0.758,7.400,1.016,0.754,0.820,0.443,1.082,0.967,0.869,1.164,true,1.566
321,00-0027061,Jared Cook,TE,NO,2019,7,8,2,0,false,Ankle,false,1,8,0.665,5.650,201910,0,0.959,14.525,1.053,1.053,0.872,0.857,0.165,0.632,0.767,0.571,true,2.571
322,00-0027061,Jared Cook,TE,NO,2020,4,4,1,0,false,Groin,false,1,8,0.484,15.163,202005,0,0.997,11.125,1.116,1.013,1.116,0.744,0.744,0.765,0.620,0.744,true,0.734
323,00-0027061,Jared Cook,TE,LAC,2021,17,17,1,1,true,Unlabeled (IR),false,1,8,0.512,6.812,202118,,1.366,12.000,1.366,,,,,,,,true,1.761
326,00-0027077,Brian Hartline,WR,CLE,2015,9,9,1,0,false,Concussion,false,1,8,0.535,5.175,201510,0,1.467,16.025,1.196,1.757,1.813,1.103,,,,,true,3.097
327,00-0027077,Brian Hartline,WR,CLE,2016,1,2,2,2,true,Unlabeled (IR),false,1,8,0.630,9.125,,,,,,,,,,,,,false,
329,00-0027089,Louis Murphy,WR,TB,2014,1,12,29,28,false,Back,false,4,8,0.089,2.420,201710,0,5.155,5.450,4.958,5.183,5.972,4.507,5.296,5.296,5.296,,true,2.252
333,00-0027125,Zach Miller,TE,CHI,2016,12,17,6,6,true,Unlabeled (IR),true,1,8,0.889,12.512,201701,,0.717,6.825,0.675,0.844,0.551,0.799,0.776,0.776,0.743,0.405,true,0.545
334,00-0027125,Zach Miller,TE,CHI,2017,10,17,24,24,true,Unlabeled (IR),true,2,8,0.629,8.838,,,,,,,,,,,,,false,
337,00-0027150,Julian Edelman,WR,NE,2015,11,17,5,0,false,Foot,true,2,8,0.880,20.400,201601,0,0.932,10.425,0.977,0.898,0.841,1.011,0.841,1.034,1.011,1.000,true,0.511
338,00-0027150,Julian Edelman,WR,NE,2017,1,17,16,16,true,Unlabeled (IR),true,1,8,0.735,15.950,201805,0,1.207,16.025,0.952,1.238,1.333,1.306,1.224,1.116,1.170,1.211,true,1.005
339,00-0027150,Julian Edelman,WR,NE,2020,8,17,10,10,true,Knee,true,1,8,0.711,9.578,,,,,,,,,,,,,false,
342,00-0027155,Rashad Jennings,RB,NYG,2014,6,9,3,0,false,Knee,false,1,8,0.651,14.850,201411,0,0.887,14.575,1.290,0.983,0.983,0.292,0.031,0.829,0.522,0.430,true,0.981
343,00-0027155,Rashad Jennings,RB,NYG,2014,16,16,1,0,false,Ankle,false,1,8,0.569,13.775,201417,,0.646,8.175,0.949,0.598,0.492,0.545,0.738,0.668,0.809,0.369,true,0.593
345,00-0027215,Logan Paulsen,TE,ATL,2018,14,14,1,0,false,Knee,false,1,8,0.379,4.275,201815,1,0.986,2.900,0.581,1.373,1.003,,,,,,true,0.678
346,00-0027218,Joique Bell,RB,DET,2014,5,5,1,0,false,Concussion,false,1,8,0.559,14.850,201406,0,1.190,12.650,1.145,1.324,1.092,1.199,1.271,1.235,1.128,1.145,true,0.852
347,00-0027218,Joique Bell,RB,DET,2015,4,5,2,0,false,Ankle,false,1,8,0.525,13.438,201507,,0.610,5.400,0.419,0.533,1.143,0.343,0.457,0.419,0.457,0.762,true,0.402
348,00-0027253,Thad Lewis,QB,SF,2016,1,17,16,16,true,Unlabeled (IR),true,1,5,0.804,11.150,,,,,,,,,,,,,false,
349,00-0027265,Victor Cruz,WR,NYG,2013,16,10,18,16,false,Knee,false,3,8,0.886,11.000,201601,0,1.078,11.125,1.004,1.061,1.117,1.128,1.128,1.128,0.835,0.260,true,1.011
350,00-0027265,Victor Cruz,WR,NYG,2016,3,3,1,1,true,Unlabeled (IR),false,1,8,0.849,10.075,201604,0,1.102,6.650,1.178,1.178,1.178,0.872,0.271,1.060,0.884,0.507,true,0.660
351,00-0027321,Jeff Cumberland,TE,NYJ,2015,4,4,1,0,false,Concussion,false,1,8,0.730,4.883,201506,,0.466,3.233,0.425,0.425,0.548,0.466,0.740,0.123,0.274,0.041,true,0.662
352,00-0027321,Jeff Cumberland,TE,SD,2016,1,17,16,16,true,Unlabeled (IR),true,1,8,0.234,1.420,201711,0,1.455,0.733,1.626,0.941,1.455,1.797,0.856,1.155,1.112,,true,0.516
354,00-0027325,LeGarrette Blount,RB,NE,2015,2,1,13,13,true,Unlabeled (IR),false,2,8,0.214,7.314,201602,0,2.667,14.825,2.994,3.322,2.526,1.825,1.825,2.526,2.386,2.620,true,2.027
356,00-0027356,Marlon Moore,WR,CLE,2014,12,13,2,0,false,Hamstring,false,1,8,0.134,1.450,201502,3,0.486,1.250,0.150,0.224,0.374,1.196,2.841,1.196,4.561,4.187,true,0.862
357,00-0027356,Marlon Moore,WR,CLE,2015,17,17,1,0,false,Concussion,true,1,8,0.379,2.950,,,,,,,,,,,,,false,
360,00-0027531,Chris Ivory,RB,JAX,2016,2,2,1,0,false,Not Injury Related,false,1,8,0.494,11.500,201603,5,0.775,6.200,0.972,0.506,0.810,0.810,0.810,0.891,0.952,1.195,true,0.539
361,00-0027531,Chris Ivory,RB,JAX,2016,13,13,1,0,false,Hamstring,false,1,8,0.429,7.275,201615,1,0.950,9.475,0.606,1.353,0.910,0.933,0.793,1.026,0.653,0.956,true,1.302
363,00-0027581,Seyi Ajirotutu,WR,PHI,2015,2,2,1,0,false,Concussion,false,1,8,0.163,0.562,201503,,0.215,0.467,0.185,0.062,0.431,0.185,,,,,true,0.830
364,00-0027581,Seyi Ajirotutu,WR,PHI,2015,17,17,1,0,false,Ankle,true,1,8,0.180,1.114,,,,,,,,,,,,,false,
365,00-0027583,Richie Brockel,TE,CAR,2014,1,1,6,5,true,Ankle,false,2,8,0.224,0.550,201503,,0.112,0.000,0.134,0.089,,,,,,,true,0.000
366,00-0027583,Richie Brockel,TE,CAR,2015,7,7,1,0,false,Hamstring,false,1,8,0.139,0.000,,,,,,,,,,,,,false,
368,00-0027595,Bryan Walters,WR,SEA,2014,8,8,1,0,false,Concussion,false,1,8,0.205,1.840,201410,7,0.195,0.000,0.244,0.146,0.244,0.146,0.244,2.049,0.488,0.878,true,0.000
369,00-0027595,Bryan Walters,WR,JAX,2016,10,10,1,0,false,Concussion,false,1,8,0.273,5.300,201612,1,2.000,5.950,0.477,2.202,2.606,2.716,3.266,3.413,,,true,1.123
372,00-0027651,Dexter McCluster,RB,TEN,2014,1,1,29,28,true,Knee,false,3,8,0.557,10.088,201603,,0.206,2.400,0.269,0.233,0.072,0.251,0.161,0.072,,,true,0.238
373,00-0027651,Dexter McCluster,RB,SD,2016,9,17,8,8,true,Unlabeled (IR),true,1,8,0.184,4.688,,,,,,,,,,,,,false,
375,00-0027654,Arrelious Benn,WR,JAX,2016,16,16,1,0,false,Concussion,false,1,8,0.116,1.250,201617,0,1.247,2.200,1.032,0.946,1.118,1.892,1.892,1.720,1.032,1.118,true,1.760
376,00-0027654,Arrelious Benn,WR,JAX,2017,11,17,7,7,true,Knee,true,1,8,0.144,0.440,,,,,,,,,,,,,false,
378,00-0027656,Rob Gronkowski,TE,NE,2015,13,13,1,0,false,Knee,false,1,8,0.939,15.825,201514,1,0.919,12.875,0.650,1.001,1.044,0.980,0.245,0.746,0.863,0.948,true,0.814
379,00-0027656,Rob Gronkowski,TE,NE,2016,11,11,1,0,false,Chest,false,1,8,0.794,13.100,201612,3,0.835,12.950,0.126,1.209,0.769,1.235,1.260,1.172,1.209,1.260,true,0.989
380,00-0027656,Rob Gronkowski,TE,NE,2016,13,17,5,5,true,Back,true,1,8,0.778,12.600,201701,2,1.141,15.950,1.235,0.785,1.260,1.286,1.196,1.235,1.286,1.119,true,1.266
381,00-0027656,Rob Gronkowski,TE,TB,2021,5,7,3,0,false,Ribs,false,1,8,0.746,13.475,202108,2,0.784,13.550,0.134,0.791,1.099,1.112,1.179,1.139,1.206,1.273,true,1.006
382,00-0027656,Rob Gronkowski,TE,TB,2021,10,10,1,0,false,Back,false,1,8,0.726,14.100,202111,1,1.074,16.350,0.812,1.129,1.143,1.212,1.170,1.239,1.308,1.143,true,1.160
383,00-0027659,Jimmy Clausen,QB,CHI,2014,17,17,1,0,false,Concussion,true,1,3,0.117,0.560,201502,0,7.736,8.290,5.229,8.571,8.571,8.571,,,,,true,14.804
385,00-0027675,Ed Dickson,TE,SEA,2019,1,17,16,16,true,Knee,true,1,8,0.528,4.414,,,,,,,,,,,,,false,
386,00-0027681,Brandon LaFell,WR,OAK,2018,12,17,6,6,true,Unlabeled (IR),true,1,8,0.755,7.367,,,,,,,,,,,,,false,
387,00-0027685,Emmanuel Sanders,WR,DEN,2017,7,7,1,0,false,Ankle,false,1,8,0.748,12.771,201709,1,1.040,7.850,0.602,1.164,1.258,1.137,1.057,0.896,0.656,1.151,true,0.615
388,00-0027685,Emmanuel Sanders,WR,DEN,2017,17,17,1,0,false,Ankle,true,1,8,0.743,7.050,201801,0,1.165,18.175,1.158,1.104,1.185,1.212,1.279,1.145,0.983,1.091,true,2.578
389,00-0027685,Emmanuel Sanders,WR,DEN,2018,14,17,4,4,true,Heel,true,1,8,0.853,16.365,201901,0,1.000,16.700,1.044,1.091,0.927,0.938,0.739,0.493,1.021,0.962,true,1.020
390,00-0027685,Emmanuel Sanders,WR,NO,2020,8,8,1,1,true,Unlabeled (IR),false,1,8,0.824,11.975,202009,5,0.537,6.825,0.364,0.704,0.704,0.376,0.765,1.020,0.862,0.619,true,0.570
392,00-0027688,Colt McCoy,QB,WAS,2014,1,15,14,14,true,Neck,false,1,3,0.113,0.110,201510,3,2.360,6.160,0.441,5.559,0.618,2.824,8.824,2.559,8.824,3.265,true,56.000
393,00-0027688,Colt McCoy,QB,WAS,2018,14,3,7,1,false,Fibula,false,2,8,0.519,9.986,201905,,1.190,3.335,1.928,0.713,1.928,0.193,1.928,0.058,0.173,0.135,true,0.334
394,00-0027688,Colt McCoy,QB,ARI,2022,1,5,5,5,true,Unlabeled (IR),false,1,8,0.482,5.827,202210,0,1.689,8.200,2.010,1.637,1.990,1.119,,,,,true,1.407
395,00-0027688,Colt McCoy,QB,ARI,2022,16,18,3,0,false,Concussion,true,1,8,0.689,9.160,,,,,,,,,,,,,false,
396,00-0027690,Eric Decker,WR,NYJ,2016,4,17,13,11,false,Shoulder,true,1,8,0.940,17.400,201701,2,0.867,5.600,1.000,0.691,0.894,0.883,0.883,0.883,0.979,0.468,true,0.322
397,00-0027691,Andre Roberts,WR,WAS,2015,1,15,14,14,true,Knee,false,1,8,0.622,4.237,201601,,0.289,2.400,0.048,0.177,0.241,0.691,0.482,0.289,0.610,0.112,true,0.566
